LotArea,SalePrice,Rooms,HasGarage,NoiseFeature,Neighborhood,Condition,Description,SaleDate,ImagePath
941,74840.96069760509,6,1,-0.13679823998536259,B,Poor,spacious cozy luxury modern garden garage garage quiet near school quiet,2012-06-11,house_images/img_934.png
1589,244983.17875146857,4,1,-0.8479530565690355,A,Excellent,garage big kitchen modern cozy big kitchen luxury beautiful view garage cozy garage cozy beautiful view,2018-12-03,house_images/img_935.png
92,196458.1603217908,1,1,0.24735201749614288,A,Good,cozy big kitchen modern central sunny beautiful view big kitchen sunny luxury cozy modern,2018-11-20,house_images/img_936.png
12284,103670.63928344983,7,1,-2.2107401663600257,A,Good,near school quiet central spacious spacious,2016-09-01,house_images/img_937.png
626,105363.17380133871,6,0,1.0858983828772915,C,Good,sunny big kitchen garden beautiful view beautiful view luxury,2004-01-24,house_images/img_938.png
4296,285705.6580555459,9,1,-1.1278048707372206,C,Good,quiet near school near school bright spacious garage modern garage garage quiet,2006-02-23,house_images/img_939.png
1601,89795.8512708268,7,0,-0.4153215223103118,C,Fair,bright renovated modern cozy near school beautiful view spacious garden,2015-12-26,house_images/img_940.png
4039,370028.93217392033,7,0,0.7515196736861627,C,Poor,quiet garage central garden sunny garden cozy big kitchen beautiful view near school spacious bright,2016-08-10,house_images/img_941.png
5269,103744.83281667667,2,1,-0.20446101830611546,D,Poor,sunny spacious garden quiet spacious quiet luxury,2018-01-06,house_images/img_942.png
8852,223954.00228400299,9,0,-0.1635477470976265,C,Excellent,garage near school sunny cozy luxury renovated big kitchen spacious bright spacious sunny,2004-03-30,house_images/img_943.png
1156,138094.1202039276,9,1,-1.012077442729771,B,Fair,garage beautiful view garden beautiful view central garden modern bright beautiful view,2013-02-06,house_images/img_944.png
55,220046.4007380267,6,1,2.0956482174704503,D,Excellent,central sunny garden quiet luxury,2016-08-30,house_images/img_945.png
736,123988.36368612776,3,1,0.53148238220659,D,Excellent,quiet cozy spacious central luxury beautiful view,2015-01-19,house_images/img_946.png
11513,150031.9494849012,1,0,-1.0827849482691667,C,Poor,quiet big kitchen sunny quiet quiet garage central central luxury renovated,2012-10-26,house_images/img_947.png
10353,166118.9850021216,4,0,0.17818244605785127,A,Fair,garage renovated beautiful view luxury central beautiful view,2017-02-07,house_images/img_948.png
4549,98607.86184114177,3,1,-1.15346799465131,C,Good,bright renovated garage beautiful view bright renovated central garden,2005-01-03,house_images/img_949.png
4587,235722.88375912566,1,1,1.7224142939894493,A,Poor,garage renovated quiet cozy modern near school near school near school beautiful view luxury central,2010-04-09,house_images/img_950.png
5468,125918.88600491383,3,0,0.19963796070854584,C,Fair,spacious quiet sunny big kitchen sunny beautiful view near school central cozy,2016-08-25,house_images/img_951.png
964,145175.70440383683,4,1,-0.9755465279070666,C,Fair,renovated renovated garden quiet big kitchen renovated garage,2012-12-05,house_images/img_952.png
12291,98995.06829716364,8,0,0.6975907356239166,A,Poor,modern quiet big kitchen modern bright garage garden beautiful view,2005-07-24,house_images/img_953.png
2713,45199.13238447446,9,1,-0.27807567204831346,A,Poor,central spacious garden garden bright modern near school bright,2018-01-27,house_images/img_954.png
2415,147928.76491001697,3,1,-1.288228655522481,A,Excellent,big kitchen bright quiet sunny renovated spacious quiet,2012-03-17,house_images/img_955.png
3658,543784.1754468433,6,0,0.3810463339002098,A,Excellent,renovated modern garage near school spacious quiet cozy sunny big kitchen central renovated modern,2010-07-23,house_images/img_956.png
240,240939.74102051998,5,1,0.3528418341378938,B,Excellent,near school cozy cozy renovated sunny,2005-12-22,house_images/img_957.png
909,161194.9546927526,6,0,1.1377336325673981,A,Good,garden near school bright big kitchen near school spacious modern beautiful view,2012-03-27,house_images/img_958.png
6697,142707.81759567448,4,0,0.06450355691779773,C,Poor,big kitchen big kitchen quiet big kitchen bright central spacious garden modern luxury big kitchen spacious,2016-12-04,house_images/img_959.png
432,164593.31394897628,6,1,0.10706028695855091,C,Fair,luxury modern beautiful view spacious cozy modern renovated beautiful view quiet garden modern beautiful view,2016-08-27,house_images/img_960.png
4621,213963.25156250675,7,1,0.16013303654518396,B,Poor,quiet luxury modern garden near school quiet bright modern,2019-01-23,house_images/img_961.png
1407,90182.76319094433,9,0,1.5952829945070293,A,Fair,luxury sunny quiet central big kitchen near school central near school renovated,2005-09-25,house_images/img_962.png
2465,284122.52419656364,7,0,-0.3100735232740708,C,Good,sunny quiet cozy beautiful view garden sunny near school near school sunny garden modern spacious,2016-12-01,house_images/img_963.png
1703,232743.12526733114,6,1,0.4694549688057314,B,Poor,luxury renovated beautiful view garage central near school renovated near school renovated,2010-09-08,house_images/img_964.png
2197,233069.70778666402,1,0,0.6167454520156119,C,Fair,central central big kitchen central modern big kitchen,2017-01-29,house_images/img_965.png
6347,202650.45339916242,2,1,0.34977651923075964,B,Fair,garage big kitchen central beautiful view quiet modern,2008-04-20,house_images/img_966.png
1762,164358.9983685004,1,1,-0.34790460605957063,B,Excellent,cozy cozy quiet garden beautiful view garage renovated renovated garden near school cozy luxury,2015-01-02,house_images/img_967.png
4178,227847.2250981387,9,0,0.1206040073075034,D,Good,garden garden renovated luxury beautiful view garage garage,2004-03-28,house_images/img_968.png
3231,218798.62535846885,9,1,-0.09365776143285096,D,Poor,bright modern garage beautiful view cozy spacious modern quiet bright bright renovated,2014-06-01,house_images/img_969.png
5448,136349.89859050963,7,0,1.9592103601118034,A,Excellent,bright spacious big kitchen luxury cozy modern renovated garden modern luxury quiet,2016-07-11,house_images/img_970.png
13809,122173.7039027819,2,1,-0.45776378543130586,D,Good,garden luxury bright cozy spacious big kitchen garage,2001-01-02,house_images/img_971.png
6594,171258.28724600625,6,0,-0.9125785262522282,B,Excellent,central beautiful view big kitchen central luxury bright spacious luxury,2000-03-05,house_images/img_972.png
1209,353101.23367392237,4,1,-0.006201691433075678,C,Poor,quiet cozy garden beautiful view quiet,2009-01-12,house_images/img_973.png
158,87592.13258108485,1,1,-0.07669819742867275,C,Fair,modern garden bright modern beautiful view garden spacious garage modern renovated,2013-04-11,house_images/img_974.png
1520,78138.43709957035,1,0,0.19684352016862983,A,Poor,spacious renovated big kitchen sunny renovated spacious modern modern near school luxury near school,2015-06-10,house_images/img_975.png
4520,176730.35300693696,5,1,-0.45744660220133165,D,Good,garden big kitchen bright garage spacious,2005-07-28,house_images/img_976.png
263,166949.03262041157,2,1,0.11037347993287665,A,Poor,modern garage quiet modern big kitchen,2007-11-03,house_images/img_977.png
3429,177490.22788005637,4,1,0.12960703897121137,B,Good,sunny garage beautiful view quiet luxury central luxury spacious central luxury,2005-02-19,house_images/img_978.png
4542,183868.59042237897,1,1,0.9059896893600049,D,Excellent,renovated sunny sunny renovated cozy garden central cozy modern near school garden,2015-07-15,house_images/img_979.png
2034,145568.03818436433,4,0,0.09300638370915183,A,Good,renovated near school garage luxury spacious,2013-04-13,house_images/img_980.png
7368,342810.0282791427,6,1,0.10247503063158882,C,Fair,garage bright near school near school luxury cozy beautiful view,2006-02-06,house_images/img_981.png
563,73097.39512965755,4,1,0.516346379708517,C,Fair,modern central garage garden near school bright,2015-05-22,house_images/img_982.png
390,107554.34004346681,1,1,0.8676550631815173,A,Fair,garage renovated central garden central renovated garden garage,2001-08-19,house_images/img_983.png
6513,154565.40513176416,7,1,-0.9836757876265789,A,Excellent,beautiful view luxury renovated modern bright near school garage quiet quiet renovated sunny,2018-12-22,house_images/img_984.png
3420,71568.16237010469,2,1,-1.2523205598668214,A,Good,central big kitchen cozy cozy garage luxury central garden sunny luxury,2009-11-15,house_images/img_985.png
5830,149055.32098289352,9,1,1.6954796293838112,B,Excellent,spacious quiet renovated garden garage garden central spacious near school,2007-04-28,house_images/img_986.png
2853,373523.08275515353,3,1,0.7040754379281581,B,Poor,garage quiet garage sunny garage spacious renovated big kitchen sunny big kitchen garage,2010-08-25,house_images/img_987.png
1414,164463.3855464207,8,0,-0.2193866363294028,C,Poor,spacious sunny beautiful view quiet modern quiet spacious cozy,2009-08-07,house_images/img_988.png
8549,182654.27782924418,8,0,0.019701936633131002,B,Poor,luxury renovated renovated sunny spacious luxury beautiful view sunny near school sunny,2005-01-08,house_images/img_989.png
8032,86674.72670206352,3,1,-0.39256169332982677,B,Poor,beautiful view modern renovated spacious near school near school beautiful view renovated,2018-07-04,house_images/img_990.png
5932,119589.37705939429,4,1,0.21128072444155221,D,Fair,modern bright luxury near school renovated big kitchen modern luxury central bright,2003-10-27,house_images/img_991.png
1588,134915.2132126935,2,1,-0.971837189404688,B,Good,renovated garden garden garden quiet quiet cozy near school big kitchen central luxury central,2004-05-05,house_images/img_992.png
4460,138849.0223448931,4,1,0.840166985089926,D,Fair,beautiful view bright renovated garden sunny luxury,2000-04-21,house_images/img_993.png
2239,308915.142215183,9,1,0.17545339862850168,B,Good,spacious bright quiet quiet cozy spacious renovated central beautiful view beautiful view garden,2001-03-28,house_images/img_994.png
480,215097.24998703913,2,1,0.21162709603335123,C,Good,beautiful view quiet central near school near school garden garden quiet garden bright,2007-09-04,house_images/img_995.png
12463,93364.92529666777,3,1,-0.893942382678522,A,Excellent,bright central quiet renovated garage sunny modern,2007-03-16,house_images/img_996.png
735,184103.3178791461,4,1,0.5242670967726355,C,Poor,cozy near school cozy modern bright modern luxury cozy near school spacious garden central,2005-12-26,house_images/img_997.png
15002,208795.56080421325,5,1,-0.870971643146041,B,Good,quiet renovated bright near school cozy beautiful view near school beautiful view luxury cozy garage beautiful view,2016-05-03,house_images/img_998.png
2953,287815.38211955206,1,1,-0.6921508599087859,A,Poor,renovated near school big kitchen big kitchen spacious garden big kitchen quiet,2017-06-14,house_images/img_999.png
1023,358710.2875788015,7,1,0.08762192344175125,A,Poor,garage quiet modern garage modern beautiful view near school central renovated,2014-09-02,house_images/img_1000.png
3903,97973.55791837435,7,1,2.507331899615652,A,Poor,garage central garage quiet beautiful view bright quiet,2011-11-27,house_images/img_1001.png
10315,108507.13871372567,9,1,0.17146613335480934,D,Fair,garden luxury renovated luxury near school garden quiet quiet modern,2005-06-27,house_images/img_1002.png
6588,86786.90893410922,4,1,-2.568800879667569,C,Poor,garage renovated modern near school sunny cozy cozy near school modern,2003-12-30,house_images/img_1003.png
8213,144782.81492690233,6,1,-0.6425013833607505,D,Good,big kitchen renovated big kitchen sunny luxury near school garage,2005-04-26,house_images/img_1004.png
5376,205495.45321992465,2,1,0.6837291122205738,A,Fair,beautiful view modern near school central sunny,2018-05-10,house_images/img_1005.png
5892,266643.34510322206,4,1,-1.1284609449841239,C,Poor,bright garage near school bright near school quiet renovated central spacious,2009-07-25,house_images/img_1006.png
9458,156689.98089640084,2,1,0.8311024411456599,C,Excellent,near school modern renovated sunny modern garden cozy sunny luxury bright,2014-11-05,house_images/img_1007.png
1436,138701.05857210074,5,1,0.1588205747650297,B,Poor,modern beautiful view quiet beautiful view sunny bright central quiet near school,2017-01-06,house_images/img_1008.png
3361,175585.08094507834,7,1,0.9913271925907758,D,Poor,quiet sunny garage near school garage near school sunny near school beautiful view garage garden quiet,2005-01-31,house_images/img_1009.png
1250,107197.53674019237,1,0,-0.5588541092509973,D,Fair,big kitchen garden garage bright renovated bright sunny garden quiet bright bright,2017-06-05,house_images/img_1010.png
21977,462670.0115119752,7,1,-0.6367839149327159,B,Good,sunny renovated renovated beautiful view bright near school beautiful view garage spacious,2014-03-24,house_images/img_1011.png
14417,72850.85051542838,6,1,0.5649851582845113,D,Poor,quiet cozy renovated renovated garden central sunny renovated,2000-03-02,house_images/img_1012.png
201,178504.71411266437,6,0,-0.007528374972159449,A,Fair,quiet near school quiet modern luxury,2004-02-03,house_images/img_1013.png
6113,447666.1844303448,8,1,-0.06802281178627427,A,Fair,beautiful view garage bright garden spacious,2003-03-26,house_images/img_1014.png
12967,163309.08680719914,8,1,1.568969868949063,D,Good,spacious modern central modern luxury spacious,2013-06-02,house_images/img_1015.png
995,148001.9136158154,6,0,0.604140927061785,B,Fair,beautiful view renovated central luxury modern sunny luxury modern bright garage near school,2017-02-28,house_images/img_1016.png
